1	34	224
1	43	221
1	53	224
1	71	226
1	105	223
1	108	220
1	145	223
1	148	224
1	215	227
1	258	223
1	268	224
1	278	224
1	294	222
1	329	223
1	334	225
1	371	225
1	373	224
1	439	223
1	482	223
1	492	223
1	500	221
1	518	223
1	554	224
1	558	223
1	593	221
1	596	222
1	667	227
1	708	225
1	717	224
1	724	223
1	743	224
1	778	223
1	783	224
1	817	223
1	819	222
1	896	228
1	934	225
1	942	224
1	950	225
1	969	225
1	1000	221
1	1008	224
1	1042	224
1	1045	225
1	1120	223
1	1157	222
1	1169	226
1	1174	223
1	1191	221
1	1223	222
1	1235	226
1	1269	226
1	1270	224
1	1343	222
1	1381	223
1	1392	222
1	1400	225
1	1417	225
1	1447	223
1	1459	223
1	1491	221
1	1496	225
1	1568	224
1	1603	221
1	1617	224
1	1625	224
1	1643	225
1	1674	226
1	1684	224
1	1716	224
1	1718	221
1	1795	226
1	1830	226
1	1840	222
1	1852	226
1	1867	223
1	1898	223
1	1910	225
1	1944	227
1	1946	227
1	2018	222
1	2055	224
1	2066	225
1	2076	223
1	2090	222
1	2123	224
1	2135	224
1	2171	226
1	2173	226
1	2243	224
1	2278	222
1	2290	223
1	2301	224
1	2315	224
1	2347	223
1	2359	223
1	2396	224
1	2398	224
1	2469	225
1	2501	222
1	2515	224
1	2525	223
1	2542	226
1	2571	223
1	2585	225
1	2624	227
1	2628	229
1	2692	222
1	2724	222
1	2736	220
1	2752	226
1	2765	222
1	2798	226
1	2809	223
1	2846	221
1	2852	223
1	2915	222
1	2949	224
1	2959	222
1	2974	221
1	2990	224
1	3022	223
1	3036	226
1	3068	221
1	3077	224
1	3140	224
1	3173	223
1	3184	224
1	3198	223
1	3211	220
1	3248	225
1	3258	221
1	3294	225
1	3304	226
1	3366	225
1	3400	226
1	3409	224
1	3422	223
1	3436	224
1	3473	224
1	3483	224
1	3518	223
1	3530	225
1	3588	221
1	3625	224
1	3633	223
1	3646	223
1	3658	221
1	3698	224
1	3705	221
1	3742	223
1	3755	224
1	3812	223
1	3850	224
1	3856	222
1	3871	224
1	3883	224
1	3924	225
1	3928	222
1	3965	222
1	3980	224
1	4036	223
1	4075	224
1	4082	225
1	4093	221
1	4107	223
1	4150	225
1	4152	223
1	4188	222
1	4206	225
1	4264	227
1	4302	226
1	4308	225
1	4319	225
1	4332	224
1	4376	225
1	4379	226
1	4413	224
1	4434	227
1	4489	224
1	4524	221
1	4535	226
1	4545	225
1	4557	224
1	4600	223
1	4604	224
1	4639	225
1	4658	223
1	4713	223
1	4750	225
1	4761	225
1	4769	223
1	4782	224
1	4823	222
1	4827	222
1	4866	226
1	4882	223
1	4936	222
1	4973	222
1	4981	219
1	4994	224
1	5009	226
1	5045	221
1	5050	222
1	5091	224
1	5105	222
1	5162	225
1	5199	225
1	5205	223
1	5218	223
1	5237	227
1	5269	223
1	5272	221
1	5317	225
1	5329	223
1	5387	224
1	5424	224
1	5428	222
1	5443	224
1	5463	225
1	5493	223
1	5494	221
1	5541	223
1	5554	224
1	5610	222
1	5649	224
1	5652	223
1	5667	223
1	5687	223
1	5716	222
1	5721	226
1	5768	226
1	5779	224
1	5837	226
1	5874	224
1	5877	224
1	5893	225
1	5909	221
1	5943	226
1	5946	224
1	5993	224
1	6006	226
1	6060	222
1	6100	225
1	6102	224
1	6117	223
1	6133	223
1	6171	227
1	6173	226
1	6219	225
1	6229	222
1	6283	222
1	6325	224
1	6329	226
1	6341	223
1	6356	222
1	6396	224
1	6399	225
1	6442	222
1	6455	225
1	6506	222
1	6550	224
1	6552	222
1	6566	224
1	6580	223
1	6621	224
1	6623	223
1	6668	225
1	6681	225
1	6729	222
1	6774	223
1	6777	224
1	6791	224
1	6803	222
1	6846	224
1	6849	225
1	6897	228
1	6905	223
1	6953	223
1	7000	225
1	7002	224
1	7017	225
1	7026	222
1	7073	226
1	7075	225
1	7120	222
1	7129	223
1	7177	223
1	7222	221
1	7225	222
1	7239	221
1	7253	226
1	7296	222
1	7299	223
1	7349	228
1	7354	224
1	7399	221
1	7446	223
1	7449	223
1	7463	223
1	7481	227
1	7518	221
1	7526	226
1	7572	222
1	7580	225
1	7625	225
1	7668	221
1	7673	223
1	7687	223
1	7707	225
1	7745	226
1	7753	226
1	7798	225
1	7806	225
1	7848	222
1	7891	222
1	7898	224
1	7911	223
1	7930	222
1	7969	223
1	7976	222
1	8022	223
1	8032	225
1	8073	224
1	8118	226
1	8125	226
1	8133	221
1	8156	225
1	8194	224
1	8201	224
1	8248	225
1	8258	225
1	8298	224
1	8341	222
1	8350	224
1	8358	224
1	8379	222
1	8419	224
1	8426	224
1	8471	222
1	8481	222
1	8522	223
1	8562	220
1	8573	222
1	8584	225
1	8602	222
1	8640	220
1	8652	225
1	8697	225
1	8706	224
1	8750	227
1	8785	222
1	8798	224
1	8806	221
1	8824	221
1	8862	221
1	8876	223
1	8919	221
1	8930	223
1	8974	223
1	9009	223
1	9021	222
1	9031	224
1	9053	228
1	9089	226
1	9101	224
1	9145	225
1	9154	223
1	9200	225
1	9231	221
1	9245	223
1	9254	222
1	9278	224
1	9315	225
1	9325	223
1	9370	224
1	9379	224
1	9422	221
1	9453	221
1	9468	222
1	9480	225
1	9500	221
1	9537	221
1	9551	225
1	9596	225
1	9604	224
1	9647	224
1	9676	222
1	9693	224
1	9704	223
1	9725	224
1	9760	222
1	9775	223
1	9820	223
1	9830	225
1	9874	226
1	9903	226
1	9918	224
1	9927	222
1	9949	223
1	9984	223
1	10000	224
1	10044	223
1	10053	222
1	10095	220
1	10128	224
1	10140	221
1	10152	224
1	10174	224
1	10210	225
1	10225	224
1	10271	226
1	10279	225
1	10319	223
1	10353	224
1	10364	223
1	10376	223
1	10399	224
1	10434	223
1	10450	224
1	10492	220
1	10506	226
1	10544	224
1	10578	224
1	10589	224
1	10601	224
1	10625	225
1	10656	221
1	10676	225
1	10714	221
1	10731	224
1	10770	225
1	10804	225
1	10812	222
1	10827	225
1	10849	223
1	10877	220
1	10901	224
1	10937	222
1	10952	220
1	10990	219
1	11027	222
1	11034	221
1	11054	226
1	11072	222
1	11105	227
1	11125	223
1	11162	224
1	11176	223
1	11212	221
1	11251	223
1	11260	225
1	11278	223
1	11297	224
1	11329	223
1	11349	223
1	11386	223
1	11399	222
1	11439	226
1	11476	224
1	11484	223
1	11502	223
1	11522	224
1	11555	225
1	11574	224
1	11611	224
1	11626	226
1	11661	221
1	11702	225
1	11707	222
1	11724	221
1	11745	222
